Academic_Year,Term,Course_ID,Course_Title,total_sections,optimal_sections,pct_optimal
2019-20,Fall,C00251,Mechanical UG Course 35,1,0,0
2019-20,Fall,C00253,Mechanical UG Course 37,2,0,0
2019-20,Fall,C00257,Mechanical PG Course 1,1,1,100
2019-20,Fall,C00260,Mechanical PG Course 4,1,0,0
2019-20,Fall,C00264,Mechanical PG Course 8,1,0,0
2019-20,Fall,C00265,Mechanical PG Course 9,1,0,0
2019-20,Fall,C00266,Mechanical PG Course 10,1,0,0
2019-20,Fall,C00268,Mechanical PG Course 12,1,0,0
2019-20,Fall,C00269,Mechanical PG Course 13,1,1,100
2019-20,Fall,C00270,Mechanical PG Course 14,1,0,0
2019-20,Fall,C00278,Electrical UG Course 8,1,0,0
2019-20,Fall,C00279,Electrical UG Course 9,1,0,0
2019-20,Fall,C00284,Electrical UG Course 14,3,3,100
2019-20,Fall,C00286,Electrical UG Course 16,1,0,0
2019-20,Fall,C00296,Electrical UG Course 26,2,2,100
2019-20,Fall,C00297,Electrical UG Course 27,1,0,0
2019-20,Fall,C00301,Electrical UG Course 31,3,3,100
2019-20,Fall,C00311,Electrical PG Course 1,1,0,0
2019-20,Fall,C00313,Electrical PG Course 3,1,0,0
2019-20,Fall,C00314,Electrical PG Course 4,1,0,0
2019-20,Fall,C00315,Electrical PG Course 5,1,0,0
2019-20,Fall,C00316,Electrical PG Course 6,1,0,0
2019-20,Fall,C00317,Electrical PG Course 7,1,0,0
2019-20,Fall,C00318,Electrical PG Course 8,2,1,50
2019-20,Fall,C00319,Electrical PG Course 9,1,0,0
2019-20,Fall,C00320,Electrical PG Course 10,1,0,0
2019-20,Fall,C00323,Electrical PG Course 13,1,0,0
2019-20,Fall,C00324,Electrical PG Course 14,1,0,0
2019-20,Fall,C00327,Computer Science UG Course 3,1,0,0
2019-20,Fall,C00329,Computer Science UG Course 5,1,0,0
2019-20,Fall,C00331,Computer Science UG Course 7,1,0,0
2019-20,Fall,C00332,Computer Science UG Course 8,1,0,0
2019-20,Fall,C00333,Computer Science UG Course 9,3,0,0
2019-20,Fall,C00335,Computer Science UG Course 11,1,0,0
2019-20,Fall,C00336,Computer Science UG Course 12,1,0,0
2019-20,Fall,C00338,Computer Science UG Course 14,1,0,0
2019-20,Fall,C00340,Computer Science UG Course 16,1,0,0
2019-20,Fall,C00341,Computer Science UG Course 17,1,0,0
2019-20,Fall,C00342,Computer Science UG Course 18,3,0,0
2019-20,Fall,C00344,Computer Science UG Course 20,1,0,0
2019-20,Fall,C00346,Computer Science UG Course 22,1,0,0
2019-20,Fall,C00347,Computer Science UG Course 23,1,0,0
2019-20,Fall,C00349,Computer Science UG Course 25,1,0,0
2019-20,Fall,C00350,Computer Science UG Course 26,1,0,0
2019-20,Fall,C00351,Computer Science UG Course 27,1,0,0
2019-20,Fall,C00352,Computer Science UG Course 28,1,0,0
2019-20,Fall,C00354,Computer Science UG Course 30,1,0,0
2019-20,Fall,C00355,Computer Science UG Course 31,1,0,0
2019-20,Fall,C00356,Computer Science UG Course 32,1,0,0
2019-20,Fall,C00357,Computer Science UG Course 33,1,0,0
2019-20,Fall,C00360,Computer Science UG Course 36,1,0,0
2019-20,Fall,C00361,Computer Science UG Course 37,1,0,0
2019-20,Fall,C00362,Computer Science UG Course 38,1,0,0
2019-20,Fall,C00364,Computer Science UG Course 40,1,0,0
2019-20,Fall,C00380,Data Science UG Course 2,1,0,0
2019-20,Fall,C00381,Data Science UG Course 3,1,0,0
2019-20,Fall,C00382,Data Science UG Course 4,1,0,0
2019-20,Fall,C00383,Data Science UG Course 5,1,0,0
2019-20,Fall,C00384,Data Science UG Course 6,1,0,0
2019-20,Fall,C00387,Data Science UG Course 9,1,0,0
2019-20,Fall,C00390,Data Science UG Course 12,1,0,0
2019-20,Fall,C00391,Data Science UG Course 13,1,0,0
2019-20,Fall,C00392,Data Science UG Course 14,1,0,0
2019-20,Fall,C00393,Data Science UG Course 15,1,0,0
2019-20,Fall,C00394,Data Science UG Course 16,1,0,0
2019-20,Fall,C00396,Data Science UG Course 18,1,0,0
2019-20,Fall,C00397,Data Science UG Course 19,1,0,0
2019-20,Fall,C00398,Data Science UG Course 20,1,0,0
2019-20,Fall,C00399,Data Science UG Course 21,1,0,0
2019-20,Fall,C00401,Data Science UG Course 23,3,0,0
2019-20,Fall,C00402,Data Science UG Course 24,1,0,0
2019-20,Fall,C00403,Data Science UG Course 25,1,0,0
2019-20,Fall,C00404,Data Science UG Course 26,1,0,0
2019-20,Fall,C00408,Data Science UG Course 30,3,0,0
2019-20,Fall,C00409,Data Science UG Course 31,1,0,0
2019-20,Fall,C00410,Data Science UG Course 32,1,0,0
2019-20,Fall,C00411,Data Science UG Course 33,1,0,0
2019-20,Fall,C00413,Data Science UG Course 35,1,0,0
2019-20,Fall,C00414,Data Science UG Course 36,3,0,0
2019-20,Fall,C00417,Data Science UG Course 39,1,0,0
2019-20,Fall,C00418,Data Science UG Course 40,1,0,0
2019-20,Fall,C00424,Data Science PG Course 6,1,1,100
2019-20,Fall,C00427,Data Science PG Course 9,1,0,0
2019-20,Fall,C00435,Cybersecurity UG Course 3,1,0,0
2019-20,Fall,C00437,Cybersecurity UG Course 5,1,0,0
2019-20,Fall,C00438,Cybersecurity UG Course 6,1,0,0
2019-20,Fall,C00439,Cybersecurity UG Course 7,1,0,0
2019-20,Fall,C00443,Cybersecurity UG Course 11,1,0,0
2019-20,Fall,C00444,Cybersecurity UG Course 12,1,0,0
2019-20,Fall,C00445,Cybersecurity UG Course 13,1,0,0
2019-20,Fall,C00452,Cybersecurity UG Course 20,1,0,0
2019-20,Fall,C00454,Cybersecurity UG Course 22,1,0,0
2019-20,Fall,C00455,Cybersecurity UG Course 23,1,0,0
2019-20,Fall,C00458,Cybersecurity UG Course 26,1,0,0
2019-20,Fall,C00459,Cybersecurity UG Course 27,1,0,0
2019-20,Fall,C00463,Cybersecurity UG Course 31,1,0,0
2019-20,Fall,C00465,Cybersecurity UG Course 33,1,0,0
2019-20,Fall,C00472,Cybersecurity UG Course 40,1,0,0
2019-20,Fall,C00474,Cybersecurity PG Course 2,1,0,0
2019-20,Fall,C00475,Cybersecurity PG Course 3,1,0,0
2019-20,Fall,C00476,Cybersecurity PG Course 4,1,1,100
2019-20,Fall,C00480,Cybersecurity PG Course 8,1,0,0
2019-20,Fall,C00481,Cybersecurity PG Course 9,1,0,0
2019-20,Fall,C00483,Cybersecurity PG Course 11,1,1,100
2019-20,Fall,C00484,Cybersecurity PG Course 12,1,0,0
2019-20,Fall,C00485,Cybersecurity PG Course 13,1,0,0
2019-20,Fall,C00486,Cybersecurity PG Course 14,1,0,0
2019-20,Fall,C00487,Nursing UG Course 1,1,0,0
2019-20,Fall,C00490,Nursing UG Course 4,5,5,100
2019-20,Fall,C00491,Nursing UG Course 5,1,0,0
2019-20,Fall,C00493,Nursing UG Course 7,1,0,0
2019-20,Fall,C00494,Nursing UG Course 8,1,0,0
2019-20,Fall,C00495,Nursing UG Course 9,5,5,100
2019-20,Fall,C00497,Nursing UG Course 11,1,0,0
2019-20,Fall,C00500,Nursing UG Course 14,1,0,0
2019-20,Fall,C00501,Nursing UG Course 15,1,0,0
2019-20,Fall,C00502,Nursing UG Course 16,1,0,0
2019-20,Fall,C00504,Nursing UG Course 18,1,0,0
2019-20,Fall,C00505,Nursing UG Course 19,1,0,0
2019-20,Fall,C00506,Nursing UG Course 20,1,0,0
2019-20,Fall,C00508,Nursing UG Course 22,1,0,0
2019-20,Fall,C00511,Nursing UG Course 25,1,0,0
2019-20,Fall,C00517,Nursing UG Course 31,4,4,100
2019-20,Fall,C00518,Nursing UG Course 32,1,0,0
2019-20,Fall,C00519,Nursing UG Course 33,1,0,0
2019-20,Fall,C00520,Nursing UG Course 34,5,5,100
2019-20,Fall,C00521,Nursing UG Course 35,1,0,0
2019-20,Fall,C00527,Nursing PG Course 1,1,0,0
2019-20,Fall,C00528,Nursing PG Course 2,1,0,0
2019-20,Fall,C00530,Nursing PG Course 4,1,1,100
2019-20,Fall,C00531,Nursing PG Course 5,1,0,0
2019-20,Fall,C00533,Nursing PG Course 7,1,0,0
2019-20,Fall,C00534,Nursing PG Course 8,1,1,100
2019-20,Fall,C00536,Nursing PG Course 10,1,0,0
2019-20,Fall,C00537,Nursing PG Course 11,1,0,0
2019-20,Fall,C00539,Nursing PG Course 13,1,0,0
2019-20,Fall,C00541,Public Health UG Course 1,5,5,100
2019-20,Fall,C00545,Public Health UG Course 5,1,0,0
2019-20,Fall,C00547,Public Health UG Course 7,1,0,0
2019-20,Fall,C00548,Public Health UG Course 8,1,0,0
2019-20,Fall,C00549,Public Health UG Course 9,1,0,0
2019-20,Fall,C00550,Public Health UG Course 10,1,0,0
2019-20,Fall,C00551,Public Health UG Course 11,1,0,0
2019-20,Fall,C00554,Public Health UG Course 14,1,0,0
2019-20,Fall,C00556,Public Health UG Course 16,1,0,0
2019-20,Fall,C00558,Public Health UG Course 18,1,0,0
2019-20,Fall,C00560,Public Health UG Course 20,1,0,0
2019-20,Fall,C00561,Public Health UG Course 21,1,0,0
2019-20,Fall,C00563,Public Health UG Course 23,1,0,0
2019-20,Fall,C00564,Public Health UG Course 24,1,0,0
2019-20,Fall,C00565,Public Health UG Course 25,1,0,0
2019-20,Fall,C00566,Public Health UG Course 26,1,0,0
2019-20,Fall,C00567,Public Health UG Course 27,1,0,0
2019-20,Fall,C00569,Public Health UG Course 29,1,0,0
2019-20,Fall,C00570,Public Health UG Course 30,1,0,0
2019-20,Fall,C00571,Public Health UG Course 31,1,0,0
2019-20,Fall,C00574,Public Health UG Course 34,1,0,0
2019-20,Fall,C00575,Public Health UG Course 35,1,0,0
2019-20,Fall,C00576,Public Health UG Course 36,1,0,0
2019-20,Fall,C00577,Public Health UG Course 37,1,0,0
2019-20,Fall,C00578,Public Health UG Course 38,1,0,0
2019-20,Fall,C00582,Public Health PG Course 2,1,0,0
2019-20,Fall,C00589,Public Health PG Course 9,1,0,0
2019-20,Fall,C00590,Public Health PG Course 10,1,0,0
2019-20,Fall,C00595,Pharmacy UG Course 1,1,0,0
2019-20,Fall,C00596,Pharmacy UG Course 2,1,0,0
2019-20,Fall,C00597,Pharmacy UG Course 3,1,0,0
2019-20,Fall,C00598,Pharmacy UG Course 4,1,0,0
2019-20,Fall,C00599,Pharmacy UG Course 5,1,0,0
2019-20,Fall,C00600,Pharmacy UG Course 6,1,0,0
2019-20,Fall,C00606,Pharmacy UG Course 12,1,0,0
2019-20,Fall,C00608,Pharmacy UG Course 14,1,0,0
2019-20,Fall,C00609,Pharmacy UG Course 15,1,0,0
2019-20,Fall,C00611,Pharmacy UG Course 17,1,0,0
2019-20,Fall,C00613,Pharmacy UG Course 19,1,0,0
2019-20,Fall,C00614,Pharmacy UG Course 20,1,0,0
2019-20,Fall,C00615,Pharmacy UG Course 21,1,0,0
2019-20,Fall,C00617,Pharmacy UG Course 23,1,0,0
2019-20,Fall,C00620,Pharmacy UG Course 26,1,0,0
2019-20,Fall,C00621,Pharmacy UG Course 27,1,0,0
2019-20,Fall,C00622,Pharmacy UG Course 28,1,0,0
2019-20,Fall,C00623,Pharmacy UG Course 29,1,0,0
2019-20,Fall,C00625,Pharmacy UG Course 31,1,0,0
2019-20,Fall,C00626,Pharmacy UG Course 32,1,0,0
2019-20,Fall,C00627,Pharmacy UG Course 33,1,0,0
2019-20,Fall,C00628,Pharmacy UG Course 34,1,0,0
2019-20,Fall,C00629,Pharmacy UG Course 35,1,0,0
2019-20,Fall,C00630,Pharmacy UG Course 36,1,0,0
2019-20,Fall,C00633,Pharmacy UG Course 39,1,0,0
2019-20,Fall,C00634,Pharmacy UG Course 40,1,0,0
2019-20,Fall,C00640,Pharmacy PG Course 6,1,0,0
2019-20,Fall,C00642,Pharmacy PG Course 8,1,0,0
2019-20,Fall,C00643,Pharmacy PG Course 9,1,0,0
2019-20,Fall,C00644,Pharmacy PG Course 10,1,1,100
2019-20,Fall,C00650,Psychology UG Course 2,4,0,0
2019-20,Fall,C00651,Psychology UG Course 3,1,0,0
2019-20,Fall,C00652,Psychology UG Course 4,1,0,0
2019-20,Fall,C00656,Psychology UG Course 8,1,0,0
2019-20,Fall,C00658,Psychology UG Course 10,1,0,0
2019-20,Fall,C00659,Psychology UG Course 11,1,0,0
2019-20,Fall,C00660,Psychology UG Course 12,1,0,0
2019-20,Fall,C00664,Psychology UG Course 16,1,0,0
2019-20,Fall,C00666,Psychology UG Course 18,1,0,0
2019-20,Fall,C00667,Psychology UG Course 19,1,0,0
2019-20,Fall,C00668,Psychology UG Course 20,1,0,0
2019-20,Fall,C00671,Psychology UG Course 23,1,0,0
2019-20,Fall,C00673,Psychology UG Course 25,1,0,0
2019-20,Fall,C00674,Psychology UG Course 26,1,0,0
2019-20,Fall,C00675,Psychology UG Course 27,1,0,0
2019-20,Fall,C00676,Psychology UG Course 28,1,0,0
2019-20,Fall,C00677,Psychology UG Course 29,1,0,0
2019-20,Fall,C00678,Psychology UG Course 30,1,0,0
2019-20,Fall,C00679,Psychology UG Course 31,1,0,0
2019-20,Fall,C00681,Psychology UG Course 33,1,0,0
2019-20,Fall,C00682,Psychology UG Course 34,1,0,0
2019-20,Fall,C00685,Psychology UG Course 37,1,0,0
2019-20,Fall,C00686,Psychology UG Course 38,4,0,0
2019-20,Fall,C00688,Psychology UG Course 40,1,0,0
2019-20,Fall,C00704,Education UG Course 2,1,0,0
2019-20,Fall,C00705,Education UG Course 3,1,0,0
2019-20,Fall,C00708,Education UG Course 6,1,0,0
2019-20,Fall,C00711,Education UG Course 9,1,0,0
2019-20,Fall,C00712,Education UG Course 10,1,0,0
2019-20,Fall,C00713,Education UG Course 11,1,0,0
2019-20,Fall,C00716,Education UG Course 14,1,0,0
2019-20,Fall,C00717,Education UG Course 15,1,0,0
2019-20,Fall,C00718,Education UG Course 16,1,0,0
2019-20,Fall,C00719,Education UG Course 17,1,0,0
2019-20,Fall,C00720,Education UG Course 18,1,0,0
2019-20,Fall,C00721,Education UG Course 19,1,0,0
2019-20,Fall,C00723,Education UG Course 21,1,0,0
2019-20,Fall,C00724,Education UG Course 22,1,0,0
2019-20,Fall,C00727,Education UG Course 25,1,0,0
2019-20,Fall,C00728,Education UG Course 26,4,0,0
2019-20,Fall,C00729,Education UG Course 27,1,0,0
2019-20,Fall,C00732,Education UG Course 30,1,0,0
2019-20,Fall,C00734,Education UG Course 32,1,0,0
2019-20,Fall,C00735,Education UG Course 33,1,0,0
2019-20,Fall,C00737,Education UG Course 35,1,0,0
2019-20,Fall,C00741,Education UG Course 39,1,0,0
2019-20,Fall,C00757,Media UG Course 1,1,0,0
2019-20,Fall,C00758,Media UG Course 2,1,0,0
2019-20,Fall,C00762,Media UG Course 6,4,0,0
2019-20,Fall,C00764,Media UG Course 8,1,0,0
2019-20,Fall,C00765,Media UG Course 9,1,0,0
2019-20,Fall,C00769,Media UG Course 13,1,0,0
2019-20,Fall,C00773,Media UG Course 17,1,0,0
2019-20,Fall,C00775,Media UG Course 19,1,0,0
2019-20,Fall,C00776,Media UG Course 20,1,0,0
2019-20,Fall,C00777,Media UG Course 21,1,0,0
2019-20,Fall,C00778,Media UG Course 22,1,0,0
2019-20,Fall,C00780,Media UG Course 24,4,0,0
2019-20,Fall,C00781,Media UG Course 25,1,0,0
2019-20,Fall,C00782,Media UG Course 26,1,0,0
2019-20,Fall,C00787,Media UG Course 31,1,0,0
2019-20,Fall,C00788,Media UG Course 32,1,0,0
2019-20,Fall,C00791,Media UG Course 35,1,0,0
2019-20,Fall,C00792,Media UG Course 36,1,0,0
2019-20,Fall,C00795,Media UG Course 39,1,0,0
2019-20,Spring,C00004,Management UG Course 4,1,0,0
2019-20,Spring,C00005,Management UG Course 5,1,0,0
2019-20,Spring,C00006,Management UG Course 6,1,0,0
2019-20,Spring,C00007,Management UG Course 7,1,0,0
2019-20,Spring,C00009,Management UG Course 9,1,0,0
2019-20,Spring,C00010,Management UG Course 10,1,0,0
2019-20,Spring,C00011,Management UG Course 11,1,0,0
2019-20,Spring,C00015,Management UG Course 15,1,0,0
2019-20,Spring,C00016,Management UG Course 16,1,0,0
2019-20,Spring,C00019,Management UG Course 19,1,0,0
2019-20,Spring,C00020,Management UG Course 20,1,0,0
2019-20,Spring,C00021,Management UG Course 21,1,0,0
2019-20,Spring,C00022,Management UG Course 22,3,0,0
2019-20,Spring,C00023,Management UG Course 23,1,0,0
2019-20,Spring,C00024,Management UG Course 24,1,0,0
2019-20,Spring,C00027,Management UG Course 27,1,0,0
2019-20,Spring,C00028,Management UG Course 28,1,0,0
2019-20,Spring,C00029,Management UG Course 29,1,0,0
2019-20,Spring,C00030,Management UG Course 30,3,0,0
2019-20,Spring,C00031,Management UG Course 31,1,0,0
2019-20,Spring,C00032,Management UG Course 32,1,0,0
2019-20,Spring,C00033,Management UG Course 33,3,0,0
2019-20,Spring,C00035,Management UG Course 35,1,0,0
2019-20,Spring,C00036,Management UG Course 36,1,0,0
2019-20,Spring,C00055,Finance UG Course 1,1,0,0
2019-20,Spring,C00056,Finance UG Course 2,1,0,0
2019-20,Spring,C00057,Finance UG Course 3,1,0,0
2019-20,Spring,C00059,Finance UG Course 5,1,0,0
2019-20,Spring,C00061,Finance UG Course 7,1,0,0
2019-20,Spring,C00063,Finance UG Course 9,1,0,0
2019-20,Spring,C00064,Finance UG Course 10,1,0,0
2019-20,Spring,C00066,Finance UG Course 12,1,0,0
2019-20,Spring,C00067,Finance UG Course 13,1,0,0
2019-20,Spring,C00069,Finance UG Course 15,1,0,0
2019-20,Spring,C00070,Finance UG Course 16,1,0,0
2019-20,Spring,C00072,Finance UG Course 18,1,0,0
2019-20,Spring,C00073,Finance UG Course 19,3,0,0
2019-20,Spring,C00074,Finance UG Course 20,1,0,0
2019-20,Spring,C00076,Finance UG Course 22,1,0,0
2019-20,Spring,C00079,Finance UG Course 25,1,0,0
2019-20,Spring,C00080,Finance UG Course 26,1,0,0
2019-20,Spring,C00082,Finance UG Course 28,1,0,0
2019-20,Spring,C00083,Finance UG Course 29,1,0,0
2019-20,Spring,C00087,Finance UG Course 33,1,0,0
2019-20,Spring,C00088,Finance UG Course 34,1,0,0
2019-20,Spring,C00089,Finance UG Course 35,1,0,0
2019-20,Spring,C00090,Finance UG Course 36,1,0,0
2019-20,Spring,C00091,Finance UG Course 37,1,0,0
2019-20,Spring,C00093,Finance UG Course 39,1,0,0
2019-20,Spring,C00094,Finance UG Course 40,1,0,0
2019-20,Spring,C00110,Marketing UG Course 2,1,0,0
2019-20,Spring,C00112,Marketing UG Course 4,1,0,0
2019-20,Spring,C00113,Marketing UG Course 5,1,0,0
2019-20,Spring,C00115,Marketing UG Course 7,1,0,0
2019-20,Spring,C00117,Marketing UG Course 9,1,0,0
2019-20,Spring,C00118,Marketing UG Course 10,1,0,0
2019-20,Spring,C00119,Marketing UG Course 11,1,0,0
2019-20,Spring,C00121,Marketing UG Course 13,1,0,0
2019-20,Spring,C00122,Marketing UG Course 14,1,0,0
2019-20,Spring,C00123,Marketing UG Course 15,3,0,0
2019-20,Spring,C00125,Marketing UG Course 17,1,0,0
2019-20,Spring,C00126,Marketing UG Course 18,1,0,0
2019-20,Spring,C00127,Marketing UG Course 19,1,0,0
2019-20,Spring,C00129,Marketing UG Course 21,1,0,0
2019-20,Spring,C00130,Marketing UG Course 22,1,0,0
2019-20,Spring,C00132,Marketing UG Course 24,1,0,0
2019-20,Spring,C00133,Marketing UG Course 25,1,0,0
2019-20,Spring,C00134,Marketing UG Course 26,1,0,0
2019-20,Spring,C00136,Marketing UG Course 28,1,0,0
2019-20,Spring,C00137,Marketing UG Course 29,1,0,0
2019-20,Spring,C00139,Marketing UG Course 31,1,0,0
2019-20,Spring,C00140,Marketing UG Course 32,1,0,0
2019-20,Spring,C00141,Marketing UG Course 33,1,0,0
2019-20,Spring,C00144,Marketing UG Course 36,1,0,0
2019-20,Spring,C00146,Marketing UG Course 38,1,0,0
2019-20,Spring,C00164,Civil UG Course 2,1,0,0
2019-20,Spring,C00166,Civil UG Course 4,1,0,0
2019-20,Spring,C00170,Civil UG Course 8,1,0,0
2019-20,Spring,C00171,Civil UG Course 9,1,0,0
2019-20,Spring,C00172,Civil UG Course 10,1,0,0
2019-20,Spring,C00173,Civil UG Course 11,1,0,0
2019-20,Spring,C00175,Civil UG Course 13,1,0,0
2019-20,Spring,C00176,Civil UG Course 14,1,0,0
2019-20,Spring,C00178,Civil UG Course 16,1,0,0
2019-20,Spring,C00179,Civil UG Course 17,1,0,0
2019-20,Spring,C00180,Civil UG Course 18,1,0,0
2019-20,Spring,C00181,Civil UG Course 19,1,0,0
2019-20,Spring,C00182,Civil UG Course 20,1,0,0
2019-20,Spring,C00183,Civil UG Course 21,1,0,0
2019-20,Spring,C00187,Civil UG Course 25,1,0,0
2019-20,Spring,C00188,Civil UG Course 26,1,0,0
2019-20,Spring,C00189,Civil UG Course 27,1,0,0
2019-20,Spring,C00190,Civil UG Course 28,1,0,0
